0    38    2    35    0.00008323
0    38    2    37    -0.00008173
0    38    4    35    -0.00009823
0    38    4    37    0.00009973
0    38    5    32    0.00030017
0    38    5    33    0.00009963
0    38    5    34    -0.00029153
0    38    6    32    -0.00011185
0    38    6    33    -0.00002946
0    38    6    34    0.00011185
0    38    7    32    -0.00036783
0    38    7    33    -0.00012407
0    38    7    34    0.00037647
0    38    8    29    0.00061437
0    38    8    30    0.00028452
0    38    8    31    -0.00058259
0    38    9    29    -0.00033229
0    38    9    30    -0.00014088
0    38    9    31    0.00033229
0    38    10    29    -0.00079780
0    38    10    30    -0.00038006
0    38    10    31    0.00082959
0    38    11    26    0.00062582
0    38    11    27    0.00053167
0    38    11    28    -0.00054640
0    38    12    26    -0.00066419
0    38    12    27    -0.00042439
0    38    12    28    0.00066419
0    38    13    26    -0.00091902
0    38    13    27    -0.00079671
0    38    13    28    0.00099844
0    38    14    23    0.00008815
0    38    14    24    0.00050072
0    38    14    25    0.00005482
0    38    15    23    -0.00075155
0    38    15    24    -0.00084829
0    38    15    25    0.00075155
0    38    16    23    -0.00031912
0    38    16    24    -0.00100239
0    38    16    25    0.00046209
0    38    17    20    -0.00047662
0    38    17    21    0.00000048
0    38    17    22    0.00066724
0    38    18    20    -0.00034340
0    38    18    21    -0.00118775
0    38    18    22    0.00034340
0    38    19    20    0.00056461
0    38    19    21    -0.00068631
0    38    19    22    -0.00037399
0    38    20    17    -0.00027858
0    38    20    18    -0.00068591
0    38    20    19    0.00046920
0    38    21    17    0.00034306
0    38    21    18    -0.00118771
0    38    21    19    -0.00034306
0    38    22    17    0.00076246
0    38    22    18    0.00000021
0    38    22    19    -0.00057184
0    38    23    14    0.00053337
0    38    23    15    -0.00100375
0    38    23    16    -0.00039040
0    38    24    14    0.00075279
0    38    24    15    -0.00084837
0    38    24    16    -0.00075279
0    38    25    14    0.00012648
0    38    25    15    0.00050183
0    38    25    16    0.00001649
0    38    26    11    0.00103864
0    38    26    12    -0.00079359
0    38    26    13    -0.00095922
0    38    27    11    0.00066133
0    38    27    12    -0.00042418
0    38    27    13    -0.00066133
0    38    28    11    -0.00050710
0    38    28    12    0.00052907
0    38    28    13    0.00058653
0    38    29    8    0.00084435
0    38    29    9    -0.00038636
0    38    29    10    -0.00081258
0    38    30    8    0.00033806
0    38    30    9    -0.00014139
0    38    30    10    -0.00033806
0    38    31    8    -0.00056575
0    38    31    9    0.00028977
0    38    31    10    0.00059752
0    38    32    5    0.00038324
0    38    32    6    -0.00011279
0    38    32    7    -0.00037458
0    38    33    5    0.00010152
0    38    33    6    -0.00002828
0    38    33    7    -0.00010152
0    38    34    5    -0.00028926
0    38    34    6    0.00009024
0    38    34    7    0.00029793
0    38    35    2    0.00009537
0    38    35    3    -0.00001666
0    38    35    4    -0.00009392
0    38    36    2    0.00001527
0    38    36    3    -0.00000257
0    38    36    4    -0.00001527
0    38    37    2    -0.00007670
0    38    37    3    0.00001388
0    38    37    4    0.00007815
0    38    38    0    0.00001022
0    38    38    1    -0.00001011
0    38    39    0    -0.00000855
0    38    39    1    0.00000866
0    39    2    35    -0.00009823
0    39    2    37    0.00009973
0    39    4    35    0.00008323
0    39    4    37    -0.00008173
0    39    5    32    -0.00036783
0    39    5    33    -0.00012407
0    39    5    34    0.00037647
0    39    6    32    0.00011185
0    39    6    33    0.00002946
0    39    6    34    -0.00011185
0    39    7    32    0.00030017
0    39    7    33    0.00009963
0    39    7    34    -0.00029153
0    39    8    29    -0.00079780
0    39    8    30    -0.00038006
0    39    8    31    0.00082959
0    39    9    29    0.00033229
0    39    9    30    0.00014088
0    39    9    31    -0.00033229
0    39    10    29    0.00061437
0    39    10    30    0.00028452
0    39    10    31    -0.00058259
0    39    11    26    -0.00091902
0    39    11    27    -0.00079671
0    39    11    28    0.00099844
0    39    12    26    0.00066419
0    39    12    27    0.00042439
0    39    12    28    -0.00066419
0    39    13    26    0.00062582
0    39    13    27    0.00053167
0    39    13    28    -0.00054640
0    39    14    23    -0.00031912
0    39    14    24    -0.00100239
0    39    14    25    0.00046209
0    39    15    23    0.00075155
0    39    15    24    0.00084829
0    39    15    25    -0.00075155
0    39    16    23    0.00008815
0    39    16    24    0.00050072
0    39    16    25    0.00005482
0    39    17    20    0.00056461
0    39    17    21    -0.00068631
0    39    17    22    -0.00037399
0    39    18    20    0.00034340
0    39    18    21    0.00118775
0    39    18    22    -0.00034340
0    39    19    20    -0.00047662
0    39    19    21    0.00000048
0    39    19    22    0.00066724
0    39    20    17    0.00076246
0    39    20    18    0.00000021
0    39    20    19    -0.00057184
0    39    21    17    -0.00034306
0    39    21    18    0.00118771
0    39    21    19    0.00034306
0    39    22    17    -0.00027858
0    39    22    18    -0.00068591
0    39    22    19    0.00046920
0    39    23    14    0.00012648
0    39    23    15    0.00050183
0    39    23    16    0.00001649
0    39    24    14    -0.00075279
0    39    24    15    0.00084837
0    39    24    16    0.00075279
0    39    25    14    0.00053337
0    39    25    15    -0.00100375
0    39    25    16    -0.00039040
0    39    26    11    -0.00050710
0    39    26    12    0.00052907
0    39    26    13    0.00058653
0    39    27    11    -0.00066133
0    39    27    12    0.00042418
0    39    27    13    0.00066133
0    39    28    11    0.00103864
0    39    28    12    -0.00079359
0    39    28    13    -0.00095922
0    39    29    8    -0.00056575
0    39    29    9    0.00028977
0    39    29    10    0.00059752
0    39    30    8    -0.00033806
0    39    30    9    0.00014139
0    39    30    10    0.00033806
0    39    31    8    0.00084435
0    39    31    9    -0.00038636
0    39    31    10    -0.00081258
0    39    32    5    -0.00028926
0    39    32    6    0.00009024
0    39    32    7    0.00029793
0    39    33    5    -0.00010152
0    39    33    6    0.00002828
0    39    33    7    0.00010152
0    39    34    5    0.00038324
0    39    34    6    -0.00011279
0    39    34    7    -0.00037458
0    39    35    2    -0.00007670
0    39    35    3    0.00001388
0    39    35    4    0.00007815
0    39    36    2    -0.00001527
0    39    36    3    0.00000257
0    39    36    4    0.00001527
0    39    37    2    0.00009537
0    39    37    3    -0.00001666
0    39    37    4    -0.00009392
0    39    38    0    -0.00000855
0    39    38    1    0.00000866
0    39    39    0    0.00001022
0    39    39    1    -0.00001011
1    38    2    35    -0.00008173
1    38    2    37    0.00008323
1    38    4    35    0.00009973
1    38    4    37    -0.00009823
1    38    5    32    -0.00029153
1    38    5    33    -0.00009963
1    38    5    34    0.00030017
1    38    6    32    0.00011185
1    38    6    33    0.00002946
1    38    6    34    -0.00011185
1    38    7    32    0.00037647
1    38    7    33    0.00012407
